portfolio_model,start_date,end_date,trading_days,start_close,end_close,return_pct,max_drawdown_pct,opening_raw_decision,opening_action,overlaps_order_uncertainty
GROWTH,2022-02-01,2022-02-11,9,452.95,440.46,-2.757478750413955,3.7330069502120122,neutral,NONE,True
FAMA_FRENCH,2022-02-14,2022-02-28,10,439.02,436.63,-0.5443943328322141,5.519480519480527,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-03-01,2022-03-07,5,429.98,419.43,-2.4536024931392184,4.215670602206028,neutral,NONE,True
FAMA_FRENCH,2022-03-08,2022-03-31,18,416.25,451.64,8.5021021021021,2.435600477293471,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-04-01,2022-04-22,15,452.92,426.04,-5.934822926786186,6.733800350262695,neutral,NONE,False
FAMA_FRENCH,2022-04-25,2022-05-31,26,428.51,412.93,-3.635854472474384,9.229478394630126,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-06-01,2022-06-09,7,409.59,401.44,-1.9897946727214966,3.821366108435753,neutral,NONE,True
FAMA_FRENCH,2022-06-10,2022-06-30,14,389.8,377.25,-3.21959979476655,6.141611082606464,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-07-01,2022-07-19,12,381.24,392.27,2.893190641065988,2.8484022725519895,neutral,NONE,False
FAMA_FRENCH,2022-07-20,2022-07-29,8,394.77,411.99,4.362033589178516,1.980992502319525,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-08-01,2022-08-10,8,410.77,419.99,2.244565085084117,0.7479792496079058,neutral,NONE,False
FAMA_FRENCH,2022-08-11,2022-08-31,15,419.99,395.18,-5.9072835067501615,8.03351175238538,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-09-01,2022-09-13,8,396.42,393.1,-0.8374955854901349,4.348249263936541,neutral,NONE,False
FAMA_FRENCH,2022-09-14,2022-09-30,13,394.6,357.18,-9.483020780537256,9.483020780537256,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-10-03,2022-10-03,1,366.61,366.61,0.0,0.0,neutral,NONE,True
FAMA_FRENCH,2022-10-04,2022-10-31,20,377.97,386.21,2.1800672011006035,5.664470725189836,bear,APPLY_FAMA_FRENCH,False
GROWTH,2022-11-01,2022-11-02,2,384.52,374.87,-2.5096223863518095,2.5096223863518095,neutral,NONE,True
FAMA_FRENCH,2022-11-03,2022-12-30,40,371.01,382.43,3.0780841486752424,7.6089089481946575,bear,APPLY_FAMA_FRENCH,True
GROWTH,2023-01-03,2023-02-21,34,380.82,399.09,4.797542145895694,4.244445510821056,neutral,NONE,False
FAMA_FRENCH,2023-02-22,2023-02-28,5,398.54,396.26,-0.572088121644008,1.0981879898168108,bear,APPLY_FAMA_FRENCH,False
GROWTH,2023-03-01,2023-11-02,172,394.74,430.76,9.124993666717328,10.290744664584201,neutral,NONE,False
FAMA_FRENCH,2023-11-03,2023-11-30,19,434.69,456.4,4.994363799489287,0.7798742138364837,bear,APPLY_FAMA_FRENCH,False
GROWTH,2023-12-01,2024-07-24,161,459.1,541.23,17.889348725767803,5.353900261865156,neutral,NONE,False
FAMA_FRENCH,2024-07-25,2024-07-31,5,538.41,550.81,2.30307758028268,0.506645128129817,bear,APPLY_FAMA_FRENCH,False
GROWTH,2024-08-01,2024-08-02,2,543.01,532.9,-1.8618441649325084,1.8618441649325084,neutral,NONE,False
FAMA_FRENCH,2024-08-05,2024-08-30,20,517.38,563.68,8.9489350187483,0.7848453497912984,bear,APPLY_FAMA_FRENCH,False
GROWTH,2024-09-03,2024-10-31,43,552.08,568.64,2.9995652803941355,2.7284079440291564,neutral,NONE,False
FAMA_FRENCH,2024-11-01,2024-11-29,20,571.04,602.55,5.518002241524235,2.172823835927582,bear,APPLY_FAMA_FRENCH,True
GROWTH,2024-12-02,2024-12-18,13,603.63,586.28,-2.8742772890678103,3.5422253664796526,neutral,NONE,False
FAMA_FRENCH,2024-12-19,2024-12-31,8,586.1,586.08,-0.0034123869646786914,2.537665879535702,bear,APPLY_FAMA_FRENCH,False
GROWTH,2025-01-02,2025-03-10,45,584.64,560.58,-4.1153530377668215,8.540942685135319,neutral,NONE,False
FAMA_FRENCH,2025-03-11,2025-03-31,15,555.92,559.39,0.6241905310116613,3.440725680325317,bear,APPLY_FAMA_FRENCH,False
GROWTH,2025-04-01,2025-04-03,3,560.97,536.7,-4.326434568693509,4.928080493162321,neutral,NONE,True
FAMA_FRENCH,2025-04-04,2025-04-30,18,505.28,554.54,9.74905003166561,6.332251831869056,bear,APPLY_FAMA_FRENCH,False
GROWTH,2025-05-01,2025-05-12,8,558.47,582.99,4.3905670850717105,1.404474557131773,neutral,NONE,False
FAMA_FRENCH,2025-05-13,2025-05-30,13,586.84,589.39,0.43453070683660866,2.6460452214844095,bear,APPLY_FAMA_FRENCH,False
GROWTH,2025-06-02,2025-10-10,92,592.71,653.02,10.175296519377088,2.9846533256080034,neutral,NONE,False
FAMA_FRENCH,2025-10-13,2025-10-31,15,663.04,682.06,2.86860521235521,1.0998123336097332,bear,APPLY_FAMA_FRENCH,False
GROWTH,2025-11-03,2026-01-20,53,683.34,677.58,-0.8429186056721385,4.514325850917502,neutral,NONE,False
FAMA_FRENCH,2026-01-21,2026-01-30,8,685.4,691.97,0.9585643419900862,0.5061179887561261,bear,APPLY_FAMA_FRENCH,False
GROWTH,2026-02-02,2026-02-06,5,695.41,690.62,-0.6888022892969563,2.558203074445286,neutral,NONE,False
FAMA_FRENCH,2026-02-09,2026-02-27,14,693.95,685.99,-1.1470567043735191,1.8272209813387223,bear,APPLY_FAMA_FRENCH,False
GROWTH,2026-03-02,2026-03-20,15,686.38,648.57,-5.508610390745643,5.508610390745643,neutral,NONE,False
